,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:11:00,1.5833333333333333,-3.5,-3.0833333333333335,0.6666666666666666,-2.0,0.75,2.8333333333333335,0.16666666666666666,-0.8333333333333334,1.0833333333333333,-0.3333333333333333,0.6666666666666666
2020-09-23 14:12:00,1.4615384615384615,-3.6923076923076925,-3.076923076923077,0.5384615384615384,-2.1538461538461537,0.6153846153846154,2.6153846153846154,0.23076923076923078,-0.9230769230769231,1.1538461538461537,-0.3076923076923077,0.6923076923076923
2020-09-23 14:13:00,1.3571428571428572,-3.9285714285714284,-3.142857142857143,0.42857142857142855,-2.357142857142857,0.42857142857142855,2.357142857142857,0.35714285714285715,-1.0714285714285714,1.2857142857142858,-0.2857142857142857,0.7857142857142857
2020-09-23 14:14:00,1.2,-4.066666666666666,-3.1333333333333333,0.3333333333333333,-2.466666666666667,0.26666666666666666,2.1333333333333333,0.4,-1.1333333333333333,1.4666666666666666,-0.26666666666666666,0.8
2020-09-23 14:15:00,1.0625,-4.25,-3.1875,0.3125,-2.5,0.125,2.0,0.4375,-1.1875,1.6875,-0.25,0.75
2020-09-23 14:16:00,0.9411764705882353,-4.470588235294118,-3.2941176470588234,0.29411764705882354,-2.588235294117647,0.058823529411764705,1.9411764705882353,0.5294117647058824,-1.1764705882352942,1.8235294117647058,-0.23529411764705882,0.6470588235294118
2020-09-23 14:17:00,0.8333333333333334,-4.722222222222222,-3.388888888888889,0.2777777777777778,-2.6666666666666665,0.0,1.9444444444444444,0.6666666666666666,-1.2222222222222223,1.9444444444444444,-0.2777777777777778,0.5
2020-09-23 14:18:00,0.7894736842105263,-5.0,-3.4210526315789473,0.3157894736842105,-2.789473684210526,-0.05263157894736842,2.0,0.8421052631578947,-1.263157894736842,2.0526315789473686,-0.2631578947368421,0.3157894736842105
2020-09-23 14:19:00,0.75,-5.3,-3.45,0.4,-2.85,-0.05,2.1,0.95,-1.3,2.2,-0.25,0.15
2020-09-23 14:20:00,0.7142857142857143,-5.619047619047619,-3.4285714285714284,0.42857142857142855,-2.9047619047619047,-0.047619047619047616,2.142857142857143,1.0,-1.3333333333333333,2.3333333333333335,-0.23809523809523808,0.0
2020-09-23 14:21:00,0.7272727272727273,-5.863636363636363,-3.409090909090909,0.5,-3.0,0.0,2.1818181818181817,1.0454545454545454,-1.4090909090909092,2.4545454545454546,-0.2727272727272727,-0.09090909090909091
2020-09-23 14:22:00,0.7391304347826086,-6.130434782608695,-3.391304347826087,0.5217391304347826,-3.130434782608696,0.08695652173913043,2.260869565217391,1.1304347826086956,-1.434782608695652,2.5217391304347827,-0.34782608695652173,-0.17391304347826086
2020-09-23 14:23:00,0.7916666666666666,-6.333333333333333,-3.3333333333333335,0.5416666666666666,-3.25,0.125,2.2916666666666665,1.2083333333333333,-1.4583333333333333,2.625,-0.4166666666666667,-0.25
2020-09-23 14:24:00,0.8,-6.48,-3.32,0.6,-3.32,0.16,2.28,1.24,-1.52,2.76,-0.48,-0.36
2020-09-23 14:25:00,0.8076923076923077,-6.576923076923077,-3.3461538461538463,0.6923076923076923,-3.423076923076923,0.23076923076923078,2.269230769230769,1.3076923076923077,-1.5769230769230769,2.8846153846153846,-0.5769230769230769,-0.5
2020-09-23 14:26:00,0.7777777777777778,-6.703703703703703,-3.3333333333333335,0.8148148148148148,-3.4814814814814814,0.2962962962962963,2.2222222222222223,1.3703703703703705,-1.6296296296296295,2.962962962962963,-0.7037037037037037,-0.5925925925925926
2020-09-23 14:27:00,0.7142857142857143,-6.821428571428571,-3.3214285714285716,0.9642857142857143,-3.5714285714285716,0.35714285714285715,2.1785714285714284,1.4285714285714286,-1.6428571428571428,3.0714285714285716,-0.7857142857142857,-0.6785714285714286
2020-09-23 14:28:00,0.6551724137931034,-6.931034482758621,-3.3448275862068964,1.103448275862069,-3.689655172413793,0.3793103448275862,2.1724137931034484,1.4482758620689655,-1.6206896551724137,3.1379310344827585,-0.896551724137931,-0.7241379310344828
2020-09-23 14:29:00,0.6333333333333333,-7.033333333333333,-3.3666666666666667,1.2666666666666666,-3.8,0.36666666666666664,2.2,1.5,-1.5666666666666667,3.2,-1.0,-0.7666666666666667
2020-09-23 14:30:00,0.5806451612903226,-7.161290322580645,-3.3870967741935485,1.4516129032258065,-3.935483870967742,0.3870967741935484,2.225806451612903,1.5806451612903225,-1.5161290322580645,3.225806451612903,-1.096774193548387,-0.8064516129032258
2020-09-23 14:31:00,0.5625,-7.3125,-3.4375,1.59375,-4.03125,0.4375,2.21875,1.6875,-1.5,3.21875,-1.1875,-0.875
2020-09-23 14:32:00,0.5757575757575758,-7.424242424242424,-3.484848484848485,1.7575757575757576,-4.151515151515151,0.45454545454545453,2.1818181818181817,1.8181818181818181,-1.5151515151515151,3.242424242424242,-1.303030303030303,-0.9696969696969697
2020-09-23 14:33:00,0.6176470588235294,-7.5,-3.5294117647058822,1.8823529411764706,-4.235294117647059,0.47058823529411764,2.176470588235294,1.911764705882353,-1.5,3.235294117647059,-1.3823529411764706,-1.0588235294117647
2020-09-23 14:34:00,0.6571428571428571,-7.6,-3.5428571428571427,2.0,-4.3428571428571425,0.5142857142857142,2.2,2.0,-1.4857142857142858,3.257142857142857,-1.4285714285714286,-1.1714285714285715
2020-09-23 14:35:00,0.6944444444444444,-7.722222222222222,-3.5555555555555554,2.138888888888889,-4.444444444444445,0.5833333333333334,2.2222222222222223,2.111111111111111,-1.4722222222222223,3.3055555555555554,-1.4444444444444444,-1.25
2020-09-23 14:36:00,0.7027027027027027,-7.837837837837838,-3.5945945945945947,2.27027027027027,-4.5675675675675675,0.6486486486486487,2.2162162162162162,2.2162162162162162,-1.4594594594594594,3.3513513513513513,-1.4864864864864864,-1.2972972972972974
2020-09-23 14:37:00,0.6842105263157895,-7.921052631578948,-3.6052631578947367,2.3684210526315788,-4.7105263157894735,0.7105263157894737,2.210526315789474,2.289473684210526,-1.4736842105263157,3.3947368421052633,-1.5,-1.3421052631578947
2020-09-23 14:38:00,0.6666666666666666,-8.025641025641026,-3.6153846153846154,2.4615384615384617,-4.871794871794871,0.7948717948717948,2.2051282051282053,2.3846153846153846,-1.4871794871794872,3.4615384615384617,-1.5128205128205128,-1.358974358974359
2020-09-23 14:39:00,0.675,-8.125,-3.65,2.575,-5.025,0.875,2.2,2.5,-1.475,3.525,-1.5,-1.35
2020-09-23 14:40:00,0.6829268292682927,-8.21951219512195,-3.682926829268293,2.658536585365854,-5.170731707317073,0.9512195121951219,2.1951219512195124,2.5853658536585367,-1.4390243902439024,3.5853658536585367,-1.4878048780487805,-1.3414634146341464
2020-09-23 14:41:00,0.6666666666666666,-8.333333333333334,-3.6904761904761907,2.7142857142857144,-5.285714285714286,1.0238095238095237,2.1904761904761907,2.6904761904761907,-1.4285714285714286,3.6666666666666665,-1.4523809523809523,-1.3571428571428572
2020-09-23 14:42:00,0.6511627906976745,-8.44186046511628,-3.7209302325581395,2.7906976744186047,-5.4186046511627906,1.069767441860465,2.1627906976744184,2.7674418604651163,-1.4186046511627908,3.7674418604651163,-1.441860465116279,-1.372093023255814
2020-09-23 14:43:00,0.6136363636363636,-8.545454545454545,-3.772727272727273,2.8636363636363638,-5.568181818181818,1.0909090909090908,2.1136363636363638,2.840909090909091,-1.4090909090909092,3.8636363636363638,-1.4090909090909092,-1.4090909090909092
2020-09-23 14:44:00,0.5555555555555556,-8.644444444444444,-3.8222222222222224,2.933333333333333,-5.733333333333333,1.1111111111111112,2.088888888888889,2.933333333333333,-1.4222222222222223,3.977777777777778,-1.4,-1.4444444444444444
2020-09-23 14:45:00,0.4888888888888889,-8.911111111111111,-3.9555555555555557,3.066666666666667,-6.0,1.1111111111111112,2.088888888888889,3.111111111111111,-1.4222222222222223,4.133333333333334,-1.4,-1.511111111111111
2020-09-23 14:46:00,0.4,-9.177777777777777,-4.088888888888889,3.2222222222222223,-6.2444444444444445,1.0888888888888888,2.088888888888889,3.2444444444444445,-1.4,4.2444444444444445,-1.3777777777777778,-1.6
2020-09-23 14:47:00,0.3111111111111111,-9.422222222222222,-4.2444444444444445,3.3333333333333335,-6.488888888888889,1.0888888888888888,2.088888888888889,3.3333333333333335,-1.4,4.333333333333333,-1.3555555555555556,-1.6666666666666667
2020-09-23 14:48:00,0.2,-9.644444444444444,-4.377777777777778,3.4444444444444446,-6.711111111111111,1.0444444444444445,2.088888888888889,3.422222222222222,-1.3555555555555556,4.444444444444445,-1.3555555555555556,-1.7555555555555555
2020-09-23 14:49:00,0.044444444444444446,-9.844444444444445,-4.488888888888889,3.6,-6.933333333333334,0.9777777777777777,2.111111111111111,3.5555555555555554,-1.3111111111111111,4.5777777777777775,-1.4,-1.8888888888888888
2020-09-23 14:50:00,-0.15555555555555556,-10.066666666666666,-4.5777777777777775,3.7555555555555555,-7.155555555555556,0.9333333333333333,2.111111111111111,3.7333333333333334,-1.2444444444444445,4.733333333333333,-1.4666666666666666,-2.022222222222222
2020-09-23 14:51:00,-0.3111111111111111,-10.266666666666667,-4.666666666666667,3.9555555555555557,-7.333333333333333,0.8888888888888888,2.111111111111111,3.9555555555555557,-1.1777777777777778,4.911111111111111,-1.511111111111111,-2.1555555555555554
2020-09-23 14:52:00,-0.4666666666666667,-10.488888888888889,-4.7555555555555555,4.2,-7.533333333333333,0.8666666666666667,2.1555555555555554,4.177777777777778,-1.0888888888888888,5.066666666666666,-1.5555555555555556,-2.2888888888888888
2020-09-23 14:53:00,-0.6222222222222222,-10.71111111111111,-4.866666666666666,4.4222222222222225,-7.733333333333333,0.8222222222222222,2.1555555555555554,4.4,-1.0444444444444445,5.2444444444444445,-1.6222222222222222,-2.3777777777777778
2020-09-23 14:54:00,-0.7555555555555555,-10.955555555555556,-4.977777777777778,4.688888888888889,-7.977777777777778,0.7777777777777778,2.1555555555555554,4.6,-0.9777777777777777,5.377777777777778,-1.6666666666666667,-2.488888888888889
2020-09-23 14:55:00,-0.9111111111111111,-11.2,-5.044444444444444,4.977777777777778,-8.2,0.7555555555555555,2.2,4.7555555555555555,-0.9555555555555556,5.511111111111111,-1.7333333333333334,-2.577777777777778
2020-09-23 14:56:00,-1.0222222222222221,-11.4,-5.111111111111111,5.266666666666667,-8.444444444444445,0.7555555555555555,2.2666666666666666,4.888888888888889,-0.8888888888888888,5.622222222222222,-1.8444444444444446,-2.6666666666666665
2020-09-23 14:57:00,-1.1777777777777778,-11.6,-5.177777777777778,5.6,-8.688888888888888,0.8,2.3555555555555556,5.022222222222222,-0.8222222222222222,5.711111111111111,-1.9555555555555555,-2.8
2020-09-23 14:58:00,-1.3333333333333333,-11.777777777777779,-5.222222222222222,5.955555555555556,-8.911111111111111,0.8444444444444444,2.488888888888889,5.133333333333334,-0.7111111111111111,5.777777777777778,-2.066666666666667,-2.933333333333333
2020-09-23 14:59:00,-1.4444444444444444,-11.977777777777778,-5.266666666666667,6.288888888888889,-9.133333333333333,0.8666666666666667,2.6,5.288888888888889,-0.6222222222222222,5.822222222222222,-2.2,-3.022222222222222
2020-09-23 15:00:00,-1.5777777777777777,-12.133333333333333,-5.266666666666667,6.622222222222222,-9.4,0.8666666666666667,2.7111111111111112,5.466666666666667,-0.5111111111111111,5.844444444444444,-2.311111111111111,-3.088888888888889
2020-09-23 15:01:00,-1.711111111111111,-12.244444444444444,-5.2444444444444445,6.933333333333334,-9.644444444444444,0.8666666666666667,2.8222222222222224,5.622222222222222,-0.4,5.888888888888889,-2.4,-3.111111111111111
2020-09-23 15:02:00,-1.8666666666666667,-12.311111111111112,-5.2,7.2444444444444445,-9.88888888888889,0.8444444444444444,2.911111111111111,5.7555555555555555,-0.28888888888888886,5.933333333333334,-2.4444444444444446,-3.088888888888889
2020-09-23 15:03:00,-2.0444444444444443,-12.333333333333334,-5.155555555555556,7.533333333333333,-10.133333333333333,0.8,2.9555555555555557,5.866666666666666,-0.15555555555555556,5.977777777777778,-2.533333333333333,-3.0444444444444443
2020-09-23 15:04:00,-2.2444444444444445,-12.311111111111112,-5.133333333333334,7.822222222222222,-10.422222222222222,0.7333333333333333,2.977777777777778,6.0,-0.022222222222222223,6.0,-2.6222222222222222,-3.0
2020-09-23 15:05:00,-2.466666666666667,-12.266666666666667,-5.133333333333334,8.155555555555555,-10.733333333333333,0.6666666666666666,3.0,6.133333333333334,0.08888888888888889,6.0,-2.7111111111111112,-2.977777777777778
2020-09-23 15:06:00,-2.7333333333333334,-12.266666666666667,-5.133333333333334,8.444444444444445,-11.044444444444444,0.5777777777777777,3.0,6.266666666666667,0.24444444444444444,6.0,-2.8,-2.977777777777778
2020-09-23 15:07:00,-3.0,-12.222222222222221,-5.155555555555556,8.777777777777779,-11.355555555555556,0.4666666666666667,2.977777777777778,6.355555555555555,0.37777777777777777,6.0,-2.8666666666666667,-3.0
2020-09-23 15:08:00,-3.2666666666666666,-12.177777777777777,-5.177777777777778,9.088888888888889,-11.688888888888888,0.37777777777777777,3.0,6.444444444444445,0.5111111111111111,5.955555555555556,-2.911111111111111,-3.0444444444444443
2020-09-23 15:09:00,-3.511111111111111,-12.155555555555555,-5.177777777777778,9.377777777777778,-12.044444444444444,0.3111111111111111,3.0444444444444443,6.5777777777777775,0.6666666666666666,5.911111111111111,-2.9555555555555557,-3.066666666666667
2020-09-23 15:10:00,-3.7333333333333334,-12.155555555555555,-5.155555555555556,9.644444444444444,-12.355555555555556,0.2222222222222222,3.111111111111111,6.711111111111111,0.8222222222222222,5.888888888888889,-2.9555555555555557,-3.0444444444444443
2020-09-23 15:11:00,-3.933333333333333,-12.133333333333333,-5.155555555555556,9.88888888888889,-12.666666666666666,0.1111111111111111,3.2222222222222223,6.822222222222222,0.9555555555555556,5.888888888888889,-2.911111111111111,-3.022222222222222
2020-09-23 15:12:00,-4.111111111111111,-12.088888888888889,-5.133333333333334,10.133333333333333,-12.977777777777778,0.022222222222222223,3.3555555555555556,6.955555555555556,1.0444444444444445,5.866666666666666,-2.8666666666666667,-3.0
2020-09-23 15:13:00,-4.266666666666667,-12.022222222222222,-5.111111111111111,10.355555555555556,-13.244444444444444,-0.06666666666666667,3.466666666666667,7.088888888888889,1.1111111111111112,5.888888888888889,-2.7777777777777777,-3.0
2020-09-23 15:14:00,-4.4222222222222225,-11.955555555555556,-5.111111111111111,10.555555555555555,-13.488888888888889,-0.15555555555555556,3.577777777777778,7.2,1.1555555555555554,5.933333333333334,-2.688888888888889,-3.0
2020-09-23 15:15:00,-4.5777777777777775,-11.866666666666667,-5.111111111111111,10.755555555555556,-13.688888888888888,-0.26666666666666666,3.6666666666666665,7.311111111111111,1.2,6.0,-2.6222222222222222,-3.0
2020-09-23 15:16:00,-4.733333333333333,-11.755555555555556,-5.066666666666666,10.955555555555556,-13.911111111111111,-0.4222222222222222,3.7555555555555555,7.4222222222222225,1.288888888888889,6.088888888888889,-2.533333333333333,-3.0
2020-09-23 15:17:00,-4.911111111111111,-11.688888888888888,-5.044444444444444,11.155555555555555,-14.088888888888889,-0.5555555555555556,3.8444444444444446,7.533333333333333,1.4,6.177777777777778,-2.4444444444444446,-2.9555555555555557
2020-09-23 15:18:00,-5.088888888888889,-11.666666666666666,-5.022222222222222,11.4,-14.28888888888889,-0.7111111111111111,3.911111111111111,7.644444444444445,1.488888888888889,6.311111111111111,-2.4,-2.911111111111111
2020-09-23 15:19:00,-5.266666666666667,-11.644444444444444,-5.022222222222222,11.622222222222222,-14.466666666666667,-0.9111111111111111,3.933333333333333,7.733333333333333,1.6,6.4,-2.4,-2.8444444444444446
2020-09-23 15:20:00,-5.444444444444445,-11.577777777777778,-5.022222222222222,11.844444444444445,-14.666666666666666,-1.1111111111111112,3.977777777777778,7.777777777777778,1.6888888888888889,6.444444444444445,-2.4444444444444446,-2.8
2020-09-23 15:21:00,-5.622222222222222,-11.511111111111111,-5.0,12.066666666666666,-14.844444444444445,-1.3111111111111111,4.066666666666666,7.8,1.8,6.488888888888889,-2.4444444444444446,-2.8
2020-09-23 15:22:00,-5.8,-11.444444444444445,-4.977777777777778,12.311111111111112,-15.0,-1.511111111111111,4.133333333333334,7.844444444444444,1.9555555555555555,6.533333333333333,-2.466666666666667,-2.7777777777777777
2020-09-23 15:23:00,-5.955555555555556,-11.377777777777778,-4.955555555555556,12.555555555555555,-15.155555555555555,-1.7333333333333334,4.2,7.866666666666666,2.1333333333333333,6.533333333333333,-2.466666666666667,-2.7555555555555555
2020-09-23 15:24:00,-6.111111111111111,-11.28888888888889,-4.911111111111111,12.777777777777779,-15.28888888888889,-1.9555555555555555,4.2444444444444445,7.866666666666666,2.2888888888888888,6.555555555555555,-2.488888888888889,-2.7777777777777777
2020-09-23 15:25:00,-6.288888888888889,-11.222222222222221,-4.866666666666666,13.044444444444444,-15.422222222222222,-2.1555555555555554,4.311111111111111,7.911111111111111,2.4444444444444446,6.6,-2.488888888888889,-2.8222222222222224
2020-09-23 15:26:00,-6.4222222222222225,-11.133333333333333,-4.866666666666666,13.355555555555556,-15.6,-2.3333333333333335,4.355555555555555,7.933333333333334,2.6,6.6,-2.488888888888889,-2.8444444444444446
2020-09-23 15:27:00,-6.533333333333333,-11.022222222222222,-4.822222222222222,13.666666666666666,-15.777777777777779,-2.511111111111111,4.4222222222222225,8.0,2.7333333333333334,6.6,-2.466666666666667,-2.888888888888889
2020-09-23 15:28:00,-6.6,-10.933333333333334,-4.7555555555555555,13.977777777777778,-15.955555555555556,-2.6444444444444444,4.533333333333333,8.066666666666666,2.8666666666666667,6.622222222222222,-2.466666666666667,-2.888888888888889
2020-09-23 15:29:00,-6.622222222222222,-10.844444444444445,-4.688888888888889,14.311111111111112,-16.08888888888889,-2.8,4.622222222222222,8.11111111111111,3.022222222222222,6.644444444444445,-2.422222222222222,-2.911111111111111
2020-09-23 15:30:00,-6.622222222222222,-10.755555555555556,-4.6,14.644444444444444,-16.2,-2.911111111111111,4.733333333333333,8.155555555555555,3.1777777777777776,6.711111111111111,-2.3555555555555556,-2.9555555555555557
2020-09-23 15:31:00,-6.6,-10.644444444444444,-4.511111111111111,14.933333333333334,-16.31111111111111,-2.977777777777778,4.8,8.244444444444444,3.3333333333333335,6.8,-2.311111111111111,-3.0
2020-09-23 15:32:00,-6.5777777777777775,-10.533333333333333,-4.4,15.266666666666667,-16.444444444444443,-3.0444444444444443,4.844444444444444,8.377777777777778,3.488888888888889,6.933333333333334,-2.311111111111111,-3.088888888888889
2020-09-23 15:33:00,-6.511111111111111,-10.444444444444445,-4.266666666666667,15.577777777777778,-16.57777777777778,-3.111111111111111,4.866666666666666,8.511111111111111,3.6444444444444444,7.088888888888889,-2.2888888888888888,-3.1555555555555554
2020-09-23 15:34:00,-6.444444444444445,-10.377777777777778,-4.133333333333334,15.88888888888889,-16.68888888888889,-3.1333333333333333,4.888888888888889,8.622222222222222,3.8,7.266666666666667,-2.2222222222222223,-3.2222222222222223
2020-09-23 15:35:00,-6.355555555555555,-10.311111111111112,-4.022222222222222,16.177777777777777,-16.8,-3.2,4.911111111111111,8.71111111111111,3.933333333333333,7.4,-2.1555555555555554,-3.2666666666666666
2020-09-23 15:36:00,-6.311111111111111,-10.244444444444444,-3.888888888888889,16.42222222222222,-16.933333333333334,-3.2666666666666666,4.933333333333334,8.777777777777779,4.022222222222222,7.511111111111111,-2.088888888888889,-3.3333333333333335
2020-09-23 15:37:00,-6.266666666666667,-10.133333333333333,-3.7555555555555555,16.644444444444446,-17.066666666666666,-3.3333333333333335,4.911111111111111,8.822222222222223,4.111111111111111,7.644444444444445,-2.0,-3.3555555555555556
2020-09-23 15:38:00,-6.222222222222222,-9.977777777777778,-3.6222222222222222,16.88888888888889,-17.177777777777777,-3.3777777777777778,4.911111111111111,8.822222222222223,4.2,7.7555555555555555,-1.9111111111111112,-3.3777777777777778
2020-09-23 15:39:00,-6.177777777777778,-9.822222222222223,-3.488888888888889,17.133333333333333,-17.288888888888888,-3.3777777777777778,4.955555555555556,8.8,4.311111111111111,7.866666666666666,-1.8666666666666667,-3.3777777777777778
2020-09-23 15:40:00,-6.133333333333334,-9.688888888888888,-3.3555555555555556,17.377777777777776,-17.4,-3.3777777777777778,4.955555555555556,8.777777777777779,4.466666666666667,8.022222222222222,-1.8222222222222222,-3.4
2020-09-23 15:41:00,-6.088888888888889,-9.6,-3.2222222222222223,17.622222222222224,-17.466666666666665,-3.3777777777777778,4.933333333333334,8.777777777777779,4.5777777777777775,8.2,-1.7555555555555555,-3.466666666666667
2020-09-23 15:42:00,-6.022222222222222,-9.511111111111111,-3.111111111111111,17.844444444444445,-17.533333333333335,-3.3777777777777778,4.911111111111111,8.822222222222223,4.711111111111111,8.4,-1.6666666666666667,-3.511111111111111
2020-09-23 15:43:00,-5.933333333333334,-9.444444444444445,-3.022222222222222,18.022222222222222,-17.622222222222224,-3.3333333333333335,4.844444444444444,8.866666666666667,4.822222222222222,8.6,-1.5555555555555556,-3.577777777777778
2020-09-23 15:44:00,-5.866666666666666,-9.377777777777778,-2.977777777777778,18.22222222222222,-17.733333333333334,-3.2888888888888888,4.822222222222222,8.911111111111111,4.911111111111111,8.777777777777779,-1.4444444444444444,-3.6666666666666665
2020-09-23 15:45:00,-5.777777777777778,-9.333333333333334,-2.977777777777778,18.42222222222222,-17.822222222222223,-3.2444444444444445,4.8,8.955555555555556,5.0,8.955555555555556,-1.3555555555555556,-3.7333333333333334
2020-09-23 15:46:00,-5.666666666666667,-9.28888888888889,-2.977777777777778,18.644444444444446,-17.91111111111111,-3.2,4.7555555555555555,9.0,5.088888888888889,9.155555555555555,-1.288888888888889,-3.8222222222222224
2020-09-23 15:47:00,-5.511111111111111,-9.266666666666667,-3.0,18.844444444444445,-17.977777777777778,-3.1555555555555554,4.688888888888889,9.022222222222222,5.177777777777778,9.355555555555556,-1.2666666666666666,-3.9555555555555557
2020-09-23 15:48:00,-5.377777777777778,-9.28888888888889,-3.0444444444444443,19.066666666666666,-18.0,-3.066666666666667,4.666666666666667,9.022222222222222,5.2444444444444445,9.577777777777778,-1.2,-4.088888888888889
2020-09-23 15:49:00,-5.2444444444444445,-9.355555555555556,-3.066666666666667,19.244444444444444,-18.022222222222222,-2.977777777777778,4.644444444444445,9.022222222222222,5.288888888888889,9.8,-1.1555555555555554,-4.2
2020-09-23 15:50:00,-5.088888888888889,-9.444444444444445,-3.088888888888889,19.377777777777776,-18.044444444444444,-2.8666666666666667,4.644444444444445,9.066666666666666,5.355555555555555,10.066666666666666,-1.1111111111111112,-4.266666666666667
2020-09-23 15:51:00,-4.911111111111111,-9.533333333333333,-3.111111111111111,19.511111111111113,-18.066666666666666,-2.7777777777777777,4.644444444444445,9.133333333333333,5.4222222222222225,10.333333333333334,-1.0666666666666667,-4.355555555555555
2020-09-23 15:52:00,-4.711111111111111,-9.622222222222222,-3.1333333333333333,19.644444444444446,-18.08888888888889,-2.6666666666666665,4.644444444444445,9.222222222222221,5.511111111111111,10.622222222222222,-1.0,-4.444444444444445
2020-09-23 15:53:00,-4.533333333333333,-9.71111111111111,-3.1777777777777776,19.77777777777778,-18.11111111111111,-2.533333333333333,4.6,9.333333333333334,5.622222222222222,10.933333333333334,-0.9777777777777777,-4.533333333333333
2020-09-23 15:54:00,-4.333333333333333,-9.8,-3.2444444444444445,19.91111111111111,-18.133333333333333,-2.4,4.5777777777777775,9.4,5.711111111111111,11.244444444444444,-0.9777777777777777,-4.644444444444445
2020-09-23 15:55:00,-4.155555555555556,-9.866666666666667,-3.3333333333333335,20.066666666666666,-18.2,-2.2888888888888888,4.533333333333333,9.444444444444445,5.8,11.533333333333333,-1.0,-4.8
2020-09-23 15:56:00,-3.9555555555555557,-9.933333333333334,-3.422222222222222,20.244444444444444,-18.266666666666666,-2.1333333333333333,4.466666666666667,9.511111111111111,5.933333333333334,11.844444444444445,-1.0222222222222221,-4.977777777777778
2020-09-23 15:57:00,-3.7555555555555555,-10.044444444444444,-3.511111111111111,20.377777777777776,-18.288888888888888,-2.0,4.377777777777778,9.555555555555555,6.066666666666666,12.133333333333333,-1.0444444444444445,-5.177777777777778
2020-09-23 15:58:00,-3.577777777777778,-10.177777777777777,-3.577777777777778,20.555555555555557,-18.31111111111111,-1.8222222222222222,4.311111111111111,9.6,6.177777777777778,12.377777777777778,-1.0888888888888888,-5.4
2020-09-23 15:59:00,-3.4,-10.28888888888889,-3.6222222222222222,20.711111111111112,-18.355555555555554,-1.6222222222222222,4.2444444444444445,9.622222222222222,6.311111111111111,12.6,-1.1333333333333333,-5.644444444444445
2020-09-23 16:00:00,-3.1777777777777776,-10.422222222222222,-3.6444444444444444,20.822222222222223,-18.4,-1.4444444444444444,4.177777777777778,9.6,6.444444444444445,12.8,-1.1777777777777778,-5.911111111111111
2020-09-23 16:01:00,-3.0,-10.555555555555555,-3.6666666666666665,20.933333333333334,-18.444444444444443,-1.2222222222222223,4.155555555555556,9.577777777777778,6.533333333333333,12.977777777777778,-1.2444444444444445,-6.155555555555556
2020-09-23 16:02:00,-2.8444444444444446,-10.688888888888888,-3.6666666666666665,21.044444444444444,-18.533333333333335,-1.0222222222222221,4.155555555555556,9.555555555555555,6.644444444444445,13.11111111111111,-1.288888888888889,-6.4222222222222225
2020-09-23 16:03:00,-2.688888888888889,-10.8,-3.6444444444444444,21.155555555555555,-18.6,-0.8,4.133333333333334,9.555555555555555,6.777777777777778,13.2,-1.288888888888889,-6.666666666666667
2020-09-23 16:04:00,-2.511111111111111,-10.866666666666667,-3.6,21.31111111111111,-18.666666666666668,-0.5777777777777777,4.111111111111111,9.6,6.866666666666666,13.311111111111112,-1.2444444444444445,-6.911111111111111
