"Lima", 1272.76, 168
"Esparrago", 645.96, 232
"Ciruela", 944.09, 927
"Banana", 62.86, 1180
"Pepino", 26.79, 475
"Pera", 160.82, 1080
"Lima", 1219.26, 168
"Berenjena", 55.89, 642
"Rabanito", 235.42, 309
"Esparrago", 638.41, 184
"Champignon", 3694.09, 115
"Pera", 154.30, 1090
"Durazno", 253.95, 848
"Palta", 470.48, 410
"Lima", 1186.32, 190
"Durazno", 151.46, 784
"Batata", 21.02, 1010
"Lima", 992.24, 240
"Tomate", 731.20, 900
"Esparrago", 652.14, 240
"Morron", 3023.10, 708
"Frambuesa", 2076.95, 117
"Limon", 346.07, 602
"Cebolla", 73.99, 896
"Frambuesa", 2066.82, 87
"Coliflor", 32.06, 600
"Palta", 481.84, 450
"Zanahoria", 30.62, 576
"Ajo", 863.56, 86
"Ciruela", 969.93, 963
"Banana", 66.51, 1110
"Berenjena", 66.71, 648
"Berenjena", 62.43, 642
"Cereza", 1017.79, 206
"Limon", 302.03, 574
"Palta", 492.73, 450
"Batata", 20.38, 1190
"Apio", 76.70, 288
"Champignon", 3637.11, 82
"TomCherry", 524.21, 208
"Calabaza", 20.89, 768
"Cebolla", 62.48, 856
"Pepino", 36.03, 410
"Mandarina", 20.61, 970
"Higo", 2414.81, 95
"Lima", 1269.94, 230
"Mandarina", 18.97, 1030
"Repollo", 3.24, 819
"Rabanito", 234.29, 270
"Higo", 2532.23, 106
"Durazno", 164.60, 776
"Ajo", 908.84, 93
"Durazno", 150.64, 640
"Papa", 18.33, 1190
"Frutilla", 312.17, 327
"TomCherry", 550.94, 200
"Pepino", 42.79, 540
"Lima", 1211.85, 176
"Repollo", 4.70, 833
"Lima", 1363.56, 232
"Repollo", 7.85, 770
"Ajo", 836.36, 96
"Naranja", 10.42, 870
"Uva", 682.09, 357
"Melon", 128.12, 436
"Alcachofa", 132.84, 309
"Lima", 985.50, 214
"Durazno", 309.86, 824
"Caqui", 822.99, 99
"Caqui", 856.09, 117
"Repollo", 2.22, 805
"Kiwi", 396.11, 448
"Calabaza", 20.35, 936
"Coliflor", 37.09, 500
"Esparrago", 593.60, 186
"Durazno", 280.57, 640
"Zanahoria", 28.08, 600
"Calabaza", 13.89, 824
"Lima", 1240.08, 196
"Mandarina", 22.43, 900
"Ajo", 929.75, 94
"Calabaza", 13.36, 920
"TomCherry", 560.45, 164
"Berenjena", 49.44, 702
"Pomelo", 42.29, 990
"Mandarina", 15.96, 1110
"Uva", 733.42, 351
"Choclo", 51.54, 240
"Kiwi", 444.88, 320
"Mandarina", 20.55, 840
"Higo", 2498.97, 95
"Lechuga", 44.80, 738
"Durazno", 133.11, 656
"Acelga", 21.28, 1008
"Esparrago", 643.75, 166
"Durazno", 280.47, 688
"Cereza", 1031.04, 176
"Palta", 1140.70, 416
"Sandia", 64.42, 909
"Manzana", 175.18, 1180
"Melon", 96.22, 380
"Cereza", 1038.79, 194
"Ajo", 864.29, 96
"Choclo", 51.27, 264
"Pera", 152.47, 990
"Limon", 355.01, 616
"Apio", 57.62, 330
"Durazno", 126.60, 752
"Zanahoria", 37.23, 480
"Kinoto", 28.43, 162
"Coliflor", 25.93, 435
"Rabanito", 240.55, 246
"Berenjena", 55.43, 564
"Melon", 123.08, 440
"Ciruela", 914.80, 1062
"Papa", 15.54, 1040
"Banana", 76.15, 840
"Lechuga", 53.08, 810
"Esparrago", 623.42, 164
"Coliflor", 23.16, 425
"Limon", 336.71, 602
"Durazno", 180.78, 656
"Zuccini", 73.75, 708
"Manzana", 144.28, 1110
"Pomelo", 49.81, 963
"Zuccini", 101.55, 480
"Pera", 133.48, 1000
"Ajo", 898.02, 87
"Berenjena", 52.59, 480
"Brocoli", 361.09, 440
"Apio", 60.10, 249
"Morron", 2884.56, 564
"Lechuga", 33.88, 981
"Apio", 63.22, 249
"Mandarina", 21.74, 940
"Palta", 1153.16, 392
"Melon", 119.96, 332
"Choclo", 52.75, 249
"Zanahoria", 31.55, 594
"Uva", 678.60, 300
"Lechuga", 45.94, 945
"Calabaza", 19.30, 896
"Frutilla", 289.31, 294
"Frutilla", 279.36, 240
"Choclo", 33.86, 264
"Mandarina", 22.53, 1040
"Coliflor", 23.01, 530
"Lima", 1135.91, 212
"Esparrago", 630.91, 218
"Alcachofa", 149.70, 258
"Alcachofa", 147.51, 252
"Durazno", 159.58, 744
"Durazno", 155.94, 912
"Caqui", 825.97, 106
"Choclo", 62.62, 261
"Coliflor", 32.70, 530
"Frambuesa", 1953.39, 95
"Lechuga", 48.31, 981
"Durazno", 156.80, 704
"Tomate", 734.31, 846
"Manzana", 128.81, 1030
"Rabanito", 212.83, 303
"Pera", 159.17, 930
"Lechuga", 44.17, 972
"Frambuesa", 2013.21, 119
"Higo", 2547.81, 90
"Durazno", 140.97, 928
"Repollo", 10.21, 672
"Acelga", 21.67, 846
"Esparrago", 670.54, 204
"Ajo", 959.31, 84
"Alcachofa", 143.84, 309
"Ajo", 929.64, 113
"Banana", 59.40, 1080
"Naranja", 12.20, 1080
"Pera", 149.01, 950
"Higo", 2481.90, 98
"Lima", 1218.86, 174
"Zanahoria", 35.73, 570
"Mandarina", 18.98, 810
"Alcachofa", 154.68, 327
"Pomelo", 46.42, 774
"Lechuga", 38.19, 972
"Berenjena", 49.73, 648
"Champignon", 3582.35, 105
"Sandia", 55.73, 756
"Acelga", 16.28, 819
"Zanahoria", 33.49, 720
"Pomelo", 57.99, 765
"Durazno", 250.10, 864
"Lechuga", 34.79, 918
"Higo", 2455.33, 90
"Cebolla", 59.87, 648
"Lima", 1407.86, 166
"Lechuga", 34.68, 1053
"Higo", 2495.33, 101
"Esparrago", 645.97, 240
"Alcachofa", 158.45, 309
"Brocoli", 335.91, 392
"Zanahoria", 39.30, 648
"Palta", 503.50, 445
"Tomate", 773.91, 918
"Papa", 18.43, 860
"Ciruela", 1006.11, 873
"Apio", 63.82, 306
"Frutilla", 296.36, 330
"Alcachofa", 152.50, 315
"Calabaza", 23.76, 784
"Lima", 1006.72, 168
"Batata", 22.40, 910
"Higo", 2466.12, 113
"Mandarina", 13.40, 800
"Lechuga", 60.14, 900
"Zuccini", 85.52, 540
"Cebolla", 68.42, 752
"Apio", 44.90, 297
"Caqui", 795.56, 118
"Durazno", 248.99, 936
"Batata", 14.73, 1150
"Repollo", 1.89, 651
"Higo", 2492.03, 98
"Kinoto", 36.19, 170
"Palta", 1197.33, 324
"Ciruela", 883.26, 828
"Uva", 711.99, 264
"Pera", 150.69, 990
"Palta", 1122.63, 364
"Kiwi", 435.19, 332
"Sandia", 67.01, 738
"Apio", 62.82, 306
"Frutilla", 296.05, 330
"Repollo", 0.23, 623
"Mandarina", 17.50, 1060
"Calabaza", 18.52, 928
"Calabaza", 18.53, 872
"Limon", 333.36, 581
"Uva", 707.04, 291
"Cereza", 1059.94, 180
"Kiwi", 413.22, 456
"Cereza", 989.88, 230
"Caqui", 783.07, 110
"Caqui", 819.16, 93
"Pera", 135.80, 870
"Durazno", 204.72, 816
"Apio", 65.16, 339
"Alcachofa", 137.43, 354
"Durazno", 298.72, 640
"Apio", 53.99, 345
"Manzana", 146.13, 850
"Zuccini", 87.07, 492
"Lima", 1028.85, 174
"Zanahoria", 27.36, 612
"Mandarina", 17.71, 840
"Choclo", 54.67, 321
"Acelga", 23.79, 1008
"Pepino", 41.76, 495
"Mandarina", 7.96, 1050
"Mandarina", 8.82, 860
"Berenjena", 52.31, 624
"Frambuesa", 2146.63, 109
"Repollo", 0.51, 672
"Cebolla", 38.29, 720
"Apio", 53.65, 255
"Brocoli", 357.95, 444
"Calabaza", 18.33, 832
"Lima", 1424.04, 212
"Brocoli", 356.84, 444
"Apio", 55.26, 297
"Mandarina", 14.57, 810
"Pepino", 33.83, 405
"Choclo", 58.50, 264
"Pepino", 45.74, 410
"Durazno", 144.66, 856
"Coliflor", 40.74, 430
"Papa", 18.38, 850
"Batata", 21.88, 910
"Kiwi", 420.74, 384
"Cebolla", 52.88, 760
"Kinoto", 30.28, 194
"Batata", 24.62, 990
"Cereza", 1008.35, 188
"Acelga", 26.17, 945
"Rabanito", 210.48, 264
"Frutilla", 307.47, 282
"Brocoli", 341.68, 480
"Calabaza", 26.62, 640
"Champignon", 3615.67, 110
"Tomate", 756.73, 963
"TomCherry", 517.85, 184
"Lima", 1193.85, 174
"Cereza", 943.22, 170
"Pepino", 31.84, 460
"Tomate", 768.73, 738
"Naranja", 17.08, 980
"Sandia", 55.40, 1080
"Champignon", 3648.15, 116
"Caqui", 823.83, 88
"Naranja", 22.49, 1020
"Higo", 2441.25, 97
"Acelga", 21.18, 819
"Limon", 317.50, 672
"Uva", 705.80, 264
"Cereza", 1040.34, 188
"Lima", 1053.18, 218
"Calabaza", 18.00, 816
"Tomate", 724.04, 792
"Manzana", 143.13, 1150
"Sandia", 76.63, 900
"Tomate", 750.50, 1017
"Palta", 1105.21, 408
"Higo", 2554.27, 84
"Brocoli", 346.72, 388
"Lima", 1041.45, 218
"Lima", 1361.71, 180
"Esparrago", 602.14, 196
"Papa", 17.31, 1020
"Durazno", 175.66, 856
"Apio", 54.91, 270
"Tomate", 742.30, 855
"Durazno", 130.34, 832
"TomCherry", 566.33, 232
"Papa", 19.82, 870
"Frambuesa", 2077.58, 102
"Manzana", 159.02, 1130
"Lima", 1182.78, 218
"Champignon", 3607.77, 83
"Mandarina", 23.02, 1060
"Calabaza", 17.30, 656
"TomCherry", 527.51, 214
"Banana", 65.81, 940
"Lechuga", 43.17, 999
"Apio", 72.04, 279
"Rabanito", 221.51, 324
"Frutilla", 294.91, 345
"Apio", 56.51, 306
"Rabanito", 221.73, 288
"Lima", 1359.78, 226
"Batata", 19.85, 1180
"Naranja", 8.96, 980
"Mandarina", 8.10, 1110
"Frambuesa", 1999.69, 108
"Palta", 455.89, 400
"Brocoli", 349.93, 400
"Tomate", 728.17, 720
"Uva", 703.34, 333
"Higo", 2473.54, 105
"Choclo", 62.29, 267
"Sandia", 42.75, 999
"Uva", 691.71, 324
"Mandarina", 26.21, 870
"Lima", 1402.20, 186
"Higo", 2504.65, 84
"Esparrago", 649.70, 182
"Ajo", 927.85, 114
"Durazno", 296.68, 952
"Repollo", 7.92, 567
"TomCherry", 586.50, 166
